"","annee_naissance","age","emploi","revenu","genre","citoyennete","ethnie","minorite","education","religion","reseau_social","residence","naissance_pays_residence","cohabitation","droit_vote","province","naissance_province_residence","classe_sociale","classe_sociale_parents","langue","province_naissance_parents","pays_naissance_parents","climat_social","covid_satisfaction","covid_soin","covid_gestion","covid_inquietude","covid_jeune","covid_politiques","immigration_ouverture","immigration_syrie","climat_economie","transition_energetique_taxes","climat_impact","confiance_police","securite_quartier","securite_gouvernement","securite_immigration","securite_frontieres","immigration_quotas","minorites_partis","corruption","corruption_participation","corruption_evaluation_partis","mondialisation","economie_sociotropique","economie_egotropique","economie_satisfaction","economie_preoccupation","economie_criteres","economieCANADA_confiance","economieFRANCE_confiance","immigrationCANADA_confiance","immigrationFRANCE_confiance","deficit","representation_minorites","enjeux_chomage","enjeux_environnement","enjeux_immigration","enjeux_economie","enjeux_education","enjeux_sante","importance_immigration","importance_ecologie","inquietude_attentats","ideologie","satisfaction_democracie","satisfaction_gouvernement","institutions_democratiques","vote_demonstration","confiance_ChefEtat","altruisme_politiques","education_civique","ecoles","comprehension_elites","importance_vote","importance_representation","disproportion_electorale","partis_votes","votes_objectif","votes_delais","reedition_compte","importance_chef","interet_politique","interet_politiqueUS","connaissances_politiqueUS","engagement_politique","proche_parti","importance_traits","trait_integrite","trait_leadership","trait_competence","trait_empathie","representation_partis","mode_scrutin","changement_scrutin","vote_nationaliste","integration_localite","parti_liberal","parti_conservateur","ndp","bloc_quebecois","parti_vert","source_information","reseausociaux_cause","medias_traditionnels","consultation_sondage1","consultation_sondageCANADA","consultation_sondageFRANCE","principale_source","engagement_reseauxsociaux","abonnements_personnalites","frequence_utilisation","inscription_reseauxsociaux","contact_information","plateforme","couverture_influence","medias_neutralite","influence_medias","biais_medias","chaines_independance","niveau_information","effet_debats","importance_debatsTV","confiance_contenuRS","confiance_TVRadio","confiance_presseecrite","site_parti","like_parti","sophistication_etatsunis","sophistication_freeland","sophistication_legault","sophistication_macron","sophistication_pence","sophistication_singh","participation","vote_quebec2018_CAQ","vote_quebec2018_PQ","vote_quebec2018_PLQ","vote_quebec2018_QS","vote_quebec2018_vert","vote_quebec2018_autre","vote_quebec2018_bulletinnul","vote_quebec2018_pasvote","vote_US","vote_habitude","vote_memeparti","vote_france_enmarche","vote_france_republicains","vote_france_verts","vote_france_PS","vote_france_RN","vote_france_insoumise","vote_canada_liberal","vote_canada_conservateur","vote_canada_npd","vote_canada_bloc","vote_canada_vert","vote_canada_autre","vote_quebec_CAQ","vote_quebec_PQ","vote_quebec_PLQ","vote_quebec_QS","vote_quebec_vert","vote_quebec_autre","anciens_presidents","vote_strategique","aucune_preference","preference_parti","satisfaction_modescrutin","vote_chancesfavoris","importance_competence","motivation","premier_choix","strategie_vote2","autrechoix_frequence","refus_voteCANADA","refus_voteFRANCE","ideologie_VD","vote_nationaliste_VD","participation_VD","vote_quebec2018_CAQ_VD","vote_quebec2018_PQ_VD","vote_quebec2018_PLQ_VD","vote_quebec2018_QS_VD","vote_quebec2018_vert_VD","vote_quebec2018_autre_VD","vote_quebec2018_bulletinnul_VD","vote_quebec2018_pasvote_VD","vote_US_VD","vote_france_enmarche_VD","vote_france_republicains_VD","vote_france_verts_VD","vote_france_PS_VD","vote_france_RN_VD","vote_france_insoumise_VD","vote_canada_liberal_VD","vote_canada_conservateur_VD","vote_canada_npd_VD","vote_canada_bloc_VD","vote_canada_vert_VD","vote_canada_autre_VD","vote_quebec_CAQ_VD","vote_quebec_PQ_VD","vote_quebec_PLQ_VD","vote_quebec_QS_VD","vote_quebec_vert_VD","vote_quebec_autre_VD","anciens_presidents_VD","vote_strategique_VD","changement_scrutin_VD","age_categories"
"321",1996,24,"Étudiant","5.Plus de $110,000","1.Homme","Canada","Anglais",2,"3.Universitaire premier cycle","4.Pas important du tout","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","1.Très satisfait",2,"2.Satisfait",5,"Parti vert","Les politiques sont idéales","3.Neutre","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","4.Assez en désaccord","Parti libéral","2.Assez répandue",9,8,"1.Très bonne opinion","détériorée","améliorée","1.Très satisfaisant","1.Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ","Non, aucun",NA,"Non, aucun",NA,2,"2.Plus importante",4,2,5,1,6,3,3,"1.Beaucoup",NA,2,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que très peu parce que je ne suis pas intéressé.e par a politique","Non, pas envers l’élite politique mais la démocratie seulement","3.Confiance","2.Peu","6.Fortement en désaccord","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord",7,5,"3.Indifférent",3,"pas sûr","Non",6,3,1,2,4,"2.De manière satisfaisante","3.Neutre","2.Plutôt en faveur",6,10,3,3,4,1,6,"Réseaux sociaux","Non","2.Assez","Non",NA,NA,"Réseaux sociaux","Un peu","Non","4.Moins d'une heure/jour",2,"2.Rarement","Twitter","3.Peu","4.Assez en désaccord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","3.Pas très informé",3,10,"1.Pas confiance","3.Moyennement confiance","3.Moyennement confiance","Oui","Oui",NA,1,1,1,1,1,1,0,0,0,1,0,0,0,0,NA,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,"De Gaulle",8,"Ne pas voter","Ne pas voter","3.Ni satisfait, ni insatisfait","Je ne sais pas si je voterais",7,"Le candidat","Oui",NA,"5.À aucune élection","Non, aucun",NA,2,6,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,1,8,2,"1.Moins de 25 ans"
"322",1996,24,"Étudiant","5.Plus de $110,000","2.Femme","Canada",NA,2,"3.Universitaire premier cycle","2.Assez important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",2,1,"non","oui","détérioré","3.Peu satisfait",2,"3.Peu satisfait",2,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","2.Un peu plus d'ouverture","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord",NA,"2.Plutôt d’accord","3.Ni en accord, ni en désaccord","NDP","2.Assez répandue",9,8,"4.Plutôt mauvaise opinion","détériorée","resté stable","2.Assez satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées","Bloc Québécois",NA,"NPD",NA,NA,NA,5,1,2,4,6,3,3,"2.Un peu",NA,4,"3.Peu satisfait","3.Peu satisfait","Je ne m’y intéresse pas du tout parce que je n’y crois plus","Non, cela n'a rien à voir","3.Confiance","2.Peu","3.Ni en accord, ni en désaccord","1.Fortement d’accord","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord",8,6,"4.Peu intéressé",3,"Manifestations, pétitions et vote","Oui",9,3,4,1,2,"2.De manière satisfaisante","4.Peu satisfait","1.Tout à fait en faveur",8,9,5,2,5,8,7,"Journaux","Oui, plusieurs fois","3.Peu","Non",NA,NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","6.2-3 heures/jour",3,"4.Systématiquement","Autre","3.Peu","1.Fortement d’accord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","2.Plutôt informé",7,8,"3.Moyennement confiance","2.Un peu confiance","2.Un peu confiance","Non","Non",0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,NA,6,"Choisir l'option la moins pire","Voter pour ce parti quand même","4.Pas satisfait","J'irais certainement voter",6,"L'idéologie","Non","Oui","4.Une élection sur quatre ou plus","Parti conservateur",NA,4,8,1,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,NA,6,1,"1.Moins de 25 ans"
"323",1996,24,"Étudiant","6.Je ne sais pas / Préfère ne pas répondre)","2.Femme","Belgique",NA,2,"4.Universitaire deuxième cycle et plus","2.Assez important","oui, quelques-uns","Belgique",1,2,1,NA,NA,"classe moyenne",1,1,"oui","oui","détérioré","4.Très insatisfait",NA,"4.Très insatisfait",10,NA,"Les politiques sont mauvaises",NA,NA,"3.Ni en accord, ni en désaccord",NA,"1.Fortement d’accord","3.Ni en accord, ni en désaccord","5.Plutôt en désaccord",NA,NA,"1.Fortement d’accord",NA,"Je ne sais pas","1.Très répandue",11,10,"3.Ni bonne ni mauvaise opinion","détériorée","détériorée","4.Pas du tout satisfaisant","1.Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées",NA,NA,NA,NA,NA,"2.Plus importante",6,2,5,1,4,3,5,"1.Beaucoup",NA,6,"3.Peu satisfait","4.Pas du tout satisfait",NA,"Non, cela n'a rien à voir","3.Confiance","1.Pas du tout","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,NA,NA,9,5,"2.Intéressé",4,NA,"Non",5,3,1,2,4,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"Réseaux sociaux","Non","2.Assez","Non",NA,NA,"Famille","Un peu","Non","5.1-2 heure/jour",1,"3.Souvent","Twitter","1.Beaucoup","2.Plutôt d’accord",NA,"2.Plutôt d’accord","4.Assez en désaccord","3.Pas très informé",0,7,"1.Pas confiance","1.Pas confiance","1.Pas confiance","Oui","Oui",NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",8,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,"1.Moins de 25 ans"
"324",1996,24,"Étudiant",NA,"1.Homme","France",NA,2,"3.Universitaire premier cycle","2.Assez important","oui, beaucoup","Canada",2,2,2,"QC",2,"classe moyenne",1,1,"non","non","détérioré","3.Peu satisfait",2,"3.Peu satisfait",8,NA,"Les politiques sont adéquates, mais l'économie souffre","2.Un peu plus d'ouverture","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","4.Assez en désaccord",NA,"4.Assez en désaccord","4.Assez en désaccord","Autre","2.Assez répandue",9,8,"3.Ni bonne ni mauvaise opinion","améliorée","resté stable","2.Assez satisfaisant","1.Grandement","Je vais faire un bilan des politiques mises en place pendant le mandat ","NPD",NA,"NPD",NA,2,"2.Plus importante",5,4,2,6,1,3,1,"1.Beaucoup",NA,4,"2.Assez satisfait","3.Peu satisfait","J’y suis très attaché.e et je m’y intéresse beaucoup","Non, pas envers l’élite politique mais la démocratie seulement","4.Moyennement confiance","2.Peu","4.Assez en désaccord","2.Plutôt d’accord","5.Plutôt en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord",NA,"1.Fortement d’accord","2.Plutôt d’accord",5,9,"1.Très intéressé",7,"Manifestations, pétitions et vote","Non",7,3,4,2,1,"4.Pas du tout","4.Peu satisfait","1.Tout à fait en faveur",6,8,5,2,7,6,6,"Articles internet","Non","2.Assez","Oui","Parti libéral",NA,"journaux en ligne-papier","Un peu","Oui, de tous bords politiques","5.1-2 heure/jour",3,"4.Systématiquement","Facebook","3.Peu","5.Plutôt en désaccord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","1.Bien informé",4,7,"3.Moyennement confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Non",1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"4.Pas satisfait","J'irais certainement voter",4,"Ni l'un ni l'autre","Oui",NA,"1.Toutes les élections","Parti conservateur",NA,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,1,"1.Moins de 25 ans"
"325",1996,24,"Étudiant et salarié","1.moins de $30,000","1.Homme","Canada","Français",2,"3.Universitaire premier cycle","3.Pas très important","non aucun","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","2.Satisfait",2,"3.Peu satisfait",5,"Bloc Québécois","Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord",NA,"3.Ni en accord, ni en désaccord","4.Assez en désaccord","Parti libéral","2.Assez répandue",9,10,"4.Plutôt mauvaise opinion","détériorée","améliorée","1.Très satisfaisant","3.Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"NPD",NA,2,"1.Beaucoup plus importante",2,5,6,1,4,3,6,"1.Beaucoup",NA,4,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","2.Peu confiance","2.Peu","4.Assez en désaccord","1.Fortement d’accord","4.Assez en désaccord","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord",3,10,"2.Intéressé",6,"Manifestations, pétitions et vote","Non",7,1,3,4,2,"2.De manière satisfaisante","2.Satisfait","4.Plutôt en défaveur",7,7,4,0,6,6,7,"Articles internet","Oui, plusieurs fois","1.Beaucoup","Non",NA,NA,"Réseaux sociaux","Un peu","Oui, de tous bords politiques","5.1-2 heure/jour",3,"4.Systématiquement","Twitter","2.Assez","1.Fortement d’accord",NA,"3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt informé",2,6,"4.Beaucoup confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Incertain",1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,NA,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,"De Gaulle",0,"Ne pas voter","Ne pas voter","4.Pas satisfait","J'irais certainement voter",7,"Le candidat","Non","Non","1.Toutes les élections","Parti conservateur",NA,4,7,1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,"1.Moins de 25 ans"
"326",1996,24,"Étudiant et salarié","1.moins de $30,000","1.Homme","Canada","Français",2,"4.Universitaire deuxième cycle et plus","3.Pas très important","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","détérioré","3.Peu satisfait",2,"2.Satisfait",4,NA,"Les politiques sont adéquates, mais l'économie souffre","3.Neutre","4.Assez en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord",NA,"4.Assez en désaccord","4.Assez en désaccord","NDP","3.Peu répandue",8,8,"3.Ni bonne ni mauvaise opinion","détériorée","améliorée","2.Assez satisfaisant","3.Peu","Je vais faire un bilan des politiques mises en place pendant le mandat ","Non, aucun",NA,"Non, aucun",NA,2,"2.Plus importante",2,5,3,6,1,4,5,"1.Beaucoup",NA,5,"3.Peu satisfait","3.Peu satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","3.Confiance","4.Correctement","4.Assez en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","4.Assez en désaccord",5,5,"2.Intéressé",4,"Le vote","Non",5,3,1,2,4,"4.Pas du tout","3.Neutre","2.Plutôt en faveur",5,10,2,0,5,2,4,"Articles internet","Oui, une fois","2.Assez","Non",NA,NA,"journaux en ligne-papier","Un peu","Non","5.1-2 heure/jour",2,"3.Souvent","Facebook","3.Peu","2.Plutôt d’accord",NA,"2.Plutôt d’accord","5.Plutôt en désaccord","2.Plutôt informé",0,4,"2.Un peu confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Oui",1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,"Non, mais j'ai déjà voté",2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,"Hollande",8,"Ne pas voter","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",5,"L'idéologie",NA,NA,"5.À aucune élection","Parti conservateur",NA,5,5,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,1,4,8,2,"1.Moins de 25 ans"
"327",1996,24,"Étudiant et salarié","1.moins de $30,000","2.Femme","Canada","Français",1,"3.Universitaire premier cycle","1.Très important","oui, quelques-uns","Canada",1,1,1,"QC",1,"classe moyenne",1,1,"non","non","détérioré","4.Très insatisfait",1,"4.Très insatisfait",8,"NPD","Les politiques sont adéquates, mais l'économie souffre","4.Moins d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","5.Plutôt en désaccord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","Parti libéral","1.Très répandue",5,4,"4.Plutôt mauvaise opinion","resté stable","détériorée","4.Pas du tout satisfaisant","2.Moyennement","Je vais davantage m’intéresser aux politiques proposées","NPD",NA,"Parti libéral",NA,2,"1.Beaucoup plus importante",6,3,1,2,5,4,10,"1.Beaucoup",NA,0,"4.Pas du tout satisfait","3.Peu satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","1.Pas confiance","1.Pas du tout","6.Fortement en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","4.Assez en désaccord",10,7,"1.Très intéressé",5,"Le vote","Ne sais pas",8,4,1,2,3,"3.Pas vraiment","3.Neutre","2.Plutôt en faveur",0,3,9,0,10,0,5,"Réseaux sociaux","Oui, une fois","2.Assez","Non",NA,NA,"Réseaux sociaux","Un peu","Oui, ceux qui partagent les opinions","5.1-2 heure/jour",2,"3.Souvent","Facebook","2.Assez","1.Fortement d’accord",NA,"1.Fortement d’accord","6.Fortement en désaccord","2.Plutôt informé",7,10,"2.Un peu confiance","2.Un peu confiance","2.Un peu confiance","Non","Non",0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,"Non, mais la plupart du temps",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,"Macron",7,"Ne pas voter","Voter pour ce parti quand même","3.Ni satisfait, ni insatisfait","Je ne sais pas si je voterais",6,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,0,0,1,0,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,5,7,2,"1.Moins de 25 ans"
"328",1996,24,"Étudiant et salarié","1.moins de $30,000","2.Femme","Canada","Français",2,"3.Universitaire premier cycle","4.Pas important du tout","oui, quelques-uns","Canada",1,2,1,"QC",1,"classe moyenne",1,1,"oui","oui","resté stable","2.Satisfait",NA,"2.Satisfait",6,NA,"Les politiques sont adéquates, permettent à l'économie de rester stable","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord",NA,"4.Assez en désaccord","5.Plutôt en désaccord",NA,"2.Assez répandue",9,9,"2.Plutôt bonne opinion","détériorée","resté stable","3.Peu satisfaisant","3.Peu","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Non, aucun",NA,"Non, aucun",NA,1,"1.Beaucoup plus importante",5,6,2,1,3,4,7,"1.Beaucoup",NA,3,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Non, pas envers l’élite politique mais la démocratie seulement","3.Confiance","1.Pas du tout","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord",5,7,"2.Intéressé",8,"Manifestations, pétitions et vote","Ne sais pas",5,4,3,1,2,"2.De manière satisfaisante","3.Neutre","1.Tout à fait en faveur",6,6,6,2,7,6,7,"Journaux","Oui, plusieurs fois","1.Beaucoup","Oui",NA,NA,"journaux en ligne-papier","Oui","Oui, ceux qui partagent les opinions","5.1-2 heure/jour",4,"4.Systématiquement","Twitter","2.Assez","1.Fortement d’accord",NA,"1.Fortement d’accord","6.Fortement en désaccord","2.Plutôt informé",NA,9,"2.Un peu confiance","3.Moyennement confiance","3.Moyennement confiance","Non","Incertain",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,NA,6,"Choisir l'option la moins pire","Voter pour ce parti quand même","4.Pas satisfait","J'irais certainement voter",6,"L'idéologie","Oui",NA,"5.À aucune élection","Parti conservateur",NA,3,6,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,NA,6,1,"1.Moins de 25 ans"
"329",1996,24,"Étudiant et salarié","2.$30,000 à $60,000","2.Femme","Canada","Français",2,"2.Secondaire / Collégiales / CEGEP / Lycée / DEP","3.Pas très important","oui, beaucoup","Canada",1,2,1,"QC",1,"classe moyenne",NA,1,"oui","oui",NA,"3.Peu satisfait",1,"3.Peu satisfait",5,"NPD","Les politiques sont adéquates, permettent à l'économie de rester stable","2.Un peu plus d'ouverture","5.Plutôt en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","2.Plutôt d’accord","2.Plutôt d’accord",NA,"2.Plutôt d’accord","4.Assez en désaccord","NDP","2.Assez répandue",7,3,"3.Ni bonne ni mauvaise opinion",NA,"améliorée","2.Assez satisfaisant","2.Moyennement",NA,"Parti libéral",NA,"NPD",NA,NA,NA,5,2,6,4,3,1,7,"1.Beaucoup",NA,8,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","3.Confiance","3.Moyennement","4.Assez en désaccord","2.Plutôt d’accord","4.Assez en désaccord","1.Fortement d’accord","2.Plutôt d’accord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","2.Plutôt d’accord",7,8,"2.Intéressé",7,"Le vote","Non",3,3,1,4,2,"2.De manière satisfaisante","2.Satisfait","2.Plutôt en faveur",5,8,6,1,8,5,9,"Journaux","Oui, plusieurs fois","1.Beaucoup","Non",NA,NA,"journaux en ligne-papier",NA,"Oui, ceux qui partagent les opinions","7.plus de 3 heures/jour",1,"4.Systématiquement","Facebook","4.Pas du tout","4.Assez en désaccord",NA,"3.Ni en accord, ni en désaccord","5.Plutôt en désaccord","1.Bien informé",0,5,"2.Un peu confiance","2.Un peu confiance","2.Un peu confiance","Non","Oui",NA,NA,1,NA,NA,1,1,0,0,0,1,0,0,0,0,2,"Oui, je vote toujours",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,7,"Choisir l'option la moins pire","Voter pour ce parti quand même","2.Satisfait","J'irais certainement voter",8,"L'idéologie","Oui",NA,"2.Une élection sur deux","Parti conservateur",NA,8,5,1,0,0,0,1,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,7,2,"1.Moins de 25 ans"
"330",1996,24,"Étudiant et salarié","3.$60,000 à $90,000","2.Femme","Canada","Français",2,"3.Universitaire premier cycle","4.Pas important du tout","oui, beaucoup","Canada",1,2,1,"QC",1,NA,2,1,"oui","oui","détérioré","2.Satisfait",2,"3.Peu satisfait",5,"NPD","Les politiques sont adéquates, mais l'économie souffre","3.Neutre","5.Plutôt en désaccord","1.Fortement d’accord","1.Fortement d’accord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord",NA,"5.Plutôt en désaccord","5.Plutôt en désaccord","NDP","1.Très répandue",6,5,"3.Ni bonne ni mauvaise opinion",NA,"améliorée","1.Très satisfaisant","1.Grandement","Je vais faire un croisement entre les politiques passées et les perspectives proposées","Parti libéral",NA,"NPD",NA,2,"2.Plus importante",2,5,1,6,4,3,3,"1.Beaucoup",NA,8,"2.Assez satisfait","2.Moyennement satisfait","Je ne m’y intéresse que pour certaines politiques publiques","Oui, mais de moins en moins","5.Beaucoup confiance","4.Correctement","5.Plutôt en désaccord","1.Fortement d’accord","3.Ni en accord, ni en désaccord","1.Fortement d’accord","1.Fortement d’accord","2.Plutôt d’accord","3.Ni en accord, ni en désaccord","3.Ni en accord, ni en désaccord","2.Plutôt d’accord","1.Fortement d’accord",10,9,"1.Très intéressé",9,"Manifestations, pétitions et vote","Oui",9,1,3,4,2,"3.Pas vraiment","4.Peu satisfait","2.Plutôt en faveur",7,10,7,0,8,6,8,"Journaux","Oui, plusieurs fois","1.Beaucoup","Non",NA,NA,"Famille","Un peu","Oui, ceux qui partagent les opinions","6.2-3 heures/jour",3,"4.Systématiquement","Autre","1.Beaucoup","3.Ni en accord, ni en désaccord",NA,"4.Assez en désaccord","5.Plutôt en désaccord","2.Plutôt informé",0,10,"3.Moyennement confiance","3.Moyennement confiance","3.Moyennement confiance","Oui","Non",0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,2,"Oui, je vote toujours",2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,7,"Choisir l'option la moins pire","Voter pour ce parti quand même","4.Pas satisfait","J'irais certainement voter",7,"L'idéologie","Oui",NA,NA,"Parti conservateur",NA,8,7,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,NA,7,2,"1.Moins de 25 ans"
